dsgdb9 ID	symmetry point group	composition	mu / D	alpha / bohr^3	E(HOMO) / eV	E(LUMO) / eV	chemical hardness / eV	zpve / eV	U(0K) / kcal.mol-1	U(298.15K) / kcal.mol-1	H(298.15K) / kcal.mol-1	G(298.15K) / kcal.mol-1	Cv(298.15K) / cal.mol-1.K-1	SMILES BASIC	SMILES STEREO	InChi1	InChi2
63779	C1	C7 N1 O1 H11	3.8022	79.05	-6.58243433290461	0.829947280502648	7.41238161340726	4.64786803913231	-252990.672872952	-252985.260603738	-252984.668234795	-253011.326092272	33.703	CC1(C)CC2C1NC2=O	CC1(C)C[C@@H]2[C@H]1NC2=O	InChI=1S/C7H11NO/c1-7(2)3-4-5(7)8-6(4)9/h4-5H,3H2,1-2H3,(H,8,9)	InChI=1S/C7H11NO/c1-7(2)3-4-5(7)8-6(4)9/h4-5H,3H2,1-2H3,(H,8,9)/t4-,5-/m1/s1
24697	C1	C7 N1 O1 H7	1.1887	78.32	-5.93752447887468	-0.546948863544368	5.39057561533032	3.49244536774139	-251518.062504657	-251513.922824656	-251513.330455713	-251537.728024064	25.786	C1CC2=NC=CC=C2O1	C1Cc2ncccc2O1	InChI=1S/C7H7NO/c1-2-7-6(8-4-1)3-5-9-7/h1-2,4H,3,5H2	InChI=1S/C7H7NO/c1-2-7-6(8-4-1)3-5-9-7/h1-2,4H,3,5H2
39347	C1	C7 O1 N1 H11	1.202	77.44	-6.38651235193349	1.86125881922561	8.2477711711591	4.75412850242289	-252972.48011828	-252967.896789082	-252967.303792629	-252992.369031061	29.326	C1CC2COCC22NC12	C1C[C@@H]2COC[C@]32N[C@@H]13	InChI=1S/C7H11NO/c1-2-6-7(8-6)4-9-3-5(1)7/h5-6,8H,1-4H2	InChI=1S/C7H11NO/c1-2-6-7(8-6)4-9-3-5(1)7/h5-6,8H,1-4H2/t5-,6+,7-/m1/s1
64232	C1	C7 O2 H10	2.9712	77.91	-6.67495304614097	1.4204343620406	8.09538740818157	4.23795571672274	-265418.715125049	-265412.547334429	-265411.954965485	-265440.57253505	36.29	CC1(O)COC1CC#C	C[C@@]1(O)CO[C@H]1CC#C	InChI=1S/C7H10O2/c1-3-4-6-7(2,8)5-9-6/h1,6,8H,4-5H2,2H3	InChI=1S/C7H10O2/c1-3-4-6-7(2,8)5-9-6/h1,6,8H,4-5H2,2H3/t6-,7+/m0/s1
42608	C1	N1 C6 O2 H5	4.5249	66.9	-6.96339374034845	-0.680284656149712	6.28310908419874	2.78530307336689	-274022.689541827	-274018.697326553	-274018.10495761	-274042.053229178	25.35	N=C1OC2C3C2C(=O)C13	[NH][C]1O[C@@H]2[C@H]3[C@@H]2C(=O)[C@@H]13	InChI=1S/C6H5NO2/c7-6-3-1-2(4(3)8)5(1)9-6/h1-3,5,7H	InChI=1S/C6H5NO2/c7-6-3-1-2(4(3)8)5(1)9-6/h1-3,5,7H/t1-,2+,3-,5+/m0/s1
4934	C1	C5 O2 N1 H7	1.2038	64.82	-4.88172269253033	1.30070426255825	6.18242695508858	3.23875361377004	-250883.986771457	-250879.096590126	-250878.503593673	-250904.026914021	28.688	COC1=COC(N)=C1	COc1coc(N)c1	InChI=1S/C5H7NO2/c1-7-4-2-5(6)8-3-4/h2-3H,6H2,1H3	InChI=1S/C5H7NO2/c1-7-4-2-5(6)8-3-4/h2-3H,6H2,1H3
93669	C1	C9 H18	0.1247	94.43	-7.72803369386072	1.92112386896679	9.64915756282751	6.86314699341823	-221879.02235047	-221872.540177603	-221871.947808659	-221900.431091196	41.213	CC1CCC(C)(C)C1C	C[C@H]1CCC(C)(C)[C@H]1C	InChI=1S/C9H18/c1-7-5-6-9(3,4)8(7)2/h7-8H,5-6H2,1-4H3	InChI=1S/C9H18/c1-7-5-6-9(3,4)8(7)2/h7-8H,5-6H2,1-4H3/t7-,8-/m0/s1
7254	C1	C6 O2 H10	2.2385	69.52	-6.77019289800193	-1.1700896085775	5.60010328942443	4.08674204335378	-241575.611007212	-241569.613271659	-241569.020275206	-241597.815429952	32.856	CC(C)C(=O)CC=O	CC(C)C(=O)CC=O	InChI=1S/C6H10O2/c1-5(2)6(8)3-4-7/h4-5H,3H2,1-2H3	InChI=1S/C6H10O2/c1-5(2)6(8)3-4-7/h4-5H,3H2,1-2H3
101277	C1	C7 O1 N1 H11	5.4667	80.21	-7.45864097002544	0.838110696376445	8.29675166640188	4.61437082266349	-252982.797629053	-252976.534456992	-252975.942088049	-253005.006444359	36.164	CCC(O)C1CC1C#N	CC[C@@H](O)[C@H]1C[C@H]1C#N	InChI=1S/C7H11NO/c1-2-7(9)6-3-5(6)4-8/h5-7,9H,2-3H2,1H3	InChI=1S/C7H11NO/c1-2-7(9)6-3-5(6)4-8/h5-7,9H,2-3H2,1H3/t5-,6-,7+/m0/s1
121810	C1	C7 O2 H12	2.5836	82.28	-6.96611487897305	1.09117658846414	8.05729146743719	4.84487847555326	-266180.729999859	-266173.801040246	-266173.208671303	-266203.531811618	39.988	CCOCC(C)(O)C#C	CCOC[C@@](C)(O)C#C	InChI=1S/C7H12O2/c1-4-7(3,8)6-9-5-2/h1,8H,5-6H2,2-3H3	InChI=1S/C7H12O2/c1-4-7(3,8)6-9-5-2/h1,8H,5-6H2,2-3H3/t7-/m0/s1
12310	C2	O2 C4 N2 H6	6.9042	59.59	-6.64229938264579	-0.938792825486602	5.70350655715918	2.9938239261699	-260995.010531486	-260990.667538416	-260990.075169472	-261014.689856102	25.586	O=C1NCCNC1=O	O=C1NCCNC1=O	InChI=1S/C4H6N2O2/c7-3-4(8)6-2-1-5-3/h1-2H2,(H,5,7)(H,6,8)	InChI=1S/C4H6N2O2/c7-3-4(8)6-2-1-5-3/h1-2H2,(H,5,7)(H,6,8)
5012	Cs	O3 C5 H4	3.1518	60.7	-6.07358141010463	-1.40138639166841	4.67219501843622	2.3249680522435	-262638.23947076	-262634.436763347	-262633.844394404	-262657.133781024	23.357	OC1=CC=COC1=O	Oc1cccoc1=O	InChI=1S/C5H4O3/c6-4-2-1-3-8-5(4)7/h1-3,6H	InChI=1S/C5H4O3/c6-4-2-1-3-8-5(4)7/h1-3,6H
116234	C1	C6 O2 N1 H11	1.2907	78.34	-6.8491059181153	0.658515547152921	7.50762146526822	4.62963641034749	-276293.305590817	-276287.19302103	-276286.600652087	-276315.580294618	34.028	CCC1OCOC1=NC	CC[C@H]1OCOC1=NC	InChI=1S/C6H11NO2/c1-3-5-6(7-2)9-4-8-5/h5H,3-4H2,1-2H3	InChI=1S/C6H11NO2/c1-3-5-6(7-2)9-4-8-5/h5H,3-4H2,1-2H3/t5-/m1/s1
82153	C1	O2 C6 N1 H9	4.8442	72.21	-6.44093512442547	-0.345584605324054	6.09535051910142	4.00763854353669	-275503.004471445	-275497.702643899	-275497.110274955	-275524.248804689	31.432	OC1C2NC2C1CC=O	O[C@H]1[C@H]2N[C@H]2[C@H]1CC=O	InChI=1S/C6H9NO2/c8-2-1-3-4-5(7-4)6(3)9/h2-7,9H,1H2	InChI=1S/C6H9NO2/c8-2-1-3-4-5(7-4)6(3)9/h2-7,9H,1H2/t3-,4+,5+,6-/m1/s1
83145	C1	C6 N1 O2 H9	3.5525	72.09	-6.68583760063937	0	6.68583760063937	4.01291755246841	-275541.245526304	-275535.954993928	-275535.362624984	-275561.751280897	31.64	CN1C2COC(=O)C12C	CN1[C@H]2COC(=O)[C@@]12C	InChI=1S/C6H9NO2/c1-6-4(7(6)2)3-9-5(6)8/h4H,3H2,1-2H3	InChI=1S/C6H9NO2/c1-6-4(7(6)2)3-9-5(6)8/h4H,3H2,1-2H3/t4-,6-,7?/m0/s1
89066	C1	C7 N1 O1 H13	1.4558	83.69	-6.07086027148003	2.28847758328763	8.35933785476766	5.25438262716914	-253696.020504706	-253689.925505185	-253689.333136241	-253718.431378063	35.411	CN1CC1CCC1CO1	CN1C[C@H]1CC[C@H]1CO1	InChI=1S/C7H13NO/c1-8-4-6(8)2-3-7-5-9-7/h6-7H,2-5H2,1H3	InChI=1S/C7H13NO/c1-8-4-6(8)2-3-7-5-9-7/h6-7H,2-5H2,1H3/t6-,7+,8?/m1/s1
84129	C1	C7 O1 N1 H11	1.8426	81.72	-6.51168472866504	0.304767525955071	6.81645225462011	4.66522890355725	-252974.064579702	-252968.595207126	-252968.002838183	-252995.03029874	33.755	CC1=CC(O)C2(CN2)C1	CC1=C[C@@H](O)[C@]2(CN2)C1	InChI=1S/C7H11NO/c1-5-2-6(9)7(3-5)4-8-7/h2,6,8-9H,3-4H2,1H3	InChI=1S/C7H11NO/c1-5-2-6(9)7(3-5)4-8-7/h2,6,8-9H,3-4H2,1H3/t6-,7-/m1/s1
119384	C1	C6 O2 N1 H11	1.9548	76.73	-6.68583760063937	2.17691089967908	8.86274850031844	4.64952793369331	-276230.570331147	-276225.040717662	-276224.448348718	-276251.939538777	33.058	COCC12CC(N1)C2O	COC[C@@]12C[C@@H](N1)[C@H]2O	InChI=1S/C6H11NO2/c1-9-3-6-2-4(7-6)5(6)8/h4-5,7-8H,2-3H2,1H3	InChI=1S/C6H11NO2/c1-9-3-6-2-4(7-6)5(6)8/h4-5,7-8H,2-3H2,1H3/t4-,5-,6-/m1/s1
4649	C1	N2 C6 H6	2.79	74.66	-5.17560566398701	0.549670002168967	5.72527566615597	2.94035355219653	-214349.330975589	-214344.549353397	-214343.956984453	-214369.172197649	28.779	NC1=CC(=CN1)C#C	Nc1cc(c[nH]1)C#C	InChI=1S/C6H6N2/c1-2-5-3-6(7)8-4-5/h1,3-4,8H,7H2	InChI=1S/C6H6N2/c1-2-5-3-6(7)8-4-5/h1,3-4,8H,7H2
7209	C1	C7 O1 H10	3.4346	78.9	-6.79196200699872	-1.20546441069729	5.58649759630143	4.08897337702595	-218253.006545316	-218246.644226759	-218246.051857815	-218276.180470194	34.102	CC#CC(=O)C(C)C	CC#CC(=O)C(C)C	InChI=1S/C7H10O/c1-4-5-7(8)6(2)3/h6H,1-3H3	InChI=1S/C7H10O/c1-4-5-7(8)6(2)3/h6H,1-3H3
20121	C1	C7 O1 H12	1.6958	74.83	-7.02325879008962	2.48167842563415	9.50493721572377	4.79380270356954	-218982.343236755	-218976.954812901	-218976.362443957	-219003.290130508	31.799	CC(C1CC1)C1CO1	C[C@@H](C1CC1)[C@H]1CO1	InChI=1S/C7H12O/c1-5(6-2-3-6)7-4-8-7/h5-7H,2-4H2,1H3	InChI=1S/C7H12O/c1-5(6-2-3-6)7-4-8-7/h5-7H,2-4H2,1H3/t5-,7+/m0/s1
85487	C1	N3 C5 O1 H7	3.319	70.4	-7.21373849381154	-0.0979609904855585	7.11577750332598	3.42218556845425	-272395.007149773	-272389.834589178	-272389.242220235	-272415.78336095	30.648	NC1CC(=N)OC1C#N	N[C@H]1C[C]([NH])O[C@H]1C#N	InChI=1S/C5H7N3O/c6-2-4-3(7)1-5(8)9-4/h3-4,8H,1,7H2	InChI=1S/C5H7N3O/c6-2-4-3(7)1-5(8)9-4/h3-4,8H,1,7H2/t3-,4-/m0/s1
18142	C1	O1 C6 N1 H7	4.0648	64.44	-7.41510275203186	0.677563517525113	8.09266626955697	3.2586723485021	-227560.805000845	-227556.367881354	-227555.774884901	-227580.370746247	26.754	OC1C2CC(C#N)C12	O[C@H]1[C@H]2C[C@@H](C#N)[C@@H]12	InChI=1S/C6H7NO/c7-2-3-1-4-5(3)6(4)8/h3-6,8H,1H2	InChI=1S/C6H7NO/c7-2-3-1-4-5(3)6(4)8/h3-6,8H,1H2/t3-,4-,5+,6-/m0/s1
12138	C1	C6 N2 H10	2.5863	72.49	-6.42460829267788	2.09255560231651	8.51716389499439	4.20780550076218	-215811.588065072	-215806.952025078	-215806.359656134	-215831.225346553	28.954	CC12CC3(CN3)C1N2	C[C@]12C[C@]3(CN3)[C@H]1N2	InChI=1S/C6H10N2/c1-5-2-6(3-7-6)4(5)8-5/h4,7-8H,2-3H2,1H3	InChI=1S/C6H10N2/c1-5-2-6(3-7-6)4(5)8-5/h4,7-8H,2-3H2,1H3/t4-,5-,6-/m0/s1
37372	Cs	C6 O2 N1 H9	1.871	69.88	-6.39195462918269	2.09799787956571	8.4899525087484	4.12116444695495	-275511.088675999	-275507.083283026	-275506.490914083	-275530.16559152	26.89	C1OCC2OC1C1NC21	C1OC[C@@H]2O[C@H]1[C@H]1N[C@@H]21	InChI=1S/C6H9NO2/c1-3-5-6(7-5)4(9-3)2-8-1/h3-7H,1-2H2	InChI=1S/C6H9NO2/c1-3-5-6(7-5)4(9-3)2-8-1/h3-7H,1-2H2/t3-,4+,5-,6+
7216	C1	C6 O2 H8	3.2819	69.95	-6.74842378900514	-0.810899310130456	5.93752447887468	3.44044440862531	-240796.777623479	-240790.60732282	-240790.014953877	-240819.983551339	32.661	CC#CC(O)C(C)=O	CC#C[C@@H](O)C(=O)C	InChI=1S/C6H8O2/c1-3-4-6(8)5(2)7/h6,8H,1-2H3	InChI=1S/C6H8O2/c1-3-4-6(8)5(2)7/h6,8H,1-2H3/t6-/m1/s1
53664	C1	C9 H14	0.2464	96.02	-6.47086764929606	1.76874010598925	8.23960775528531	5.54094573572565	-220336.258305503	-220329.254044753	-220328.66167581	-220360.606928115	39.038	CC#CCCC1CC1C	CC#CCC[C@H]1C[C@H]1C	InChI=1S/C9H14/c1-3-4-5-6-9-7-8(9)2/h8-9H,5-7H2,1-2H3	InChI=1S/C9H14/c1-3-4-5-6-9-7-8(9)2/h8-9H,5-7H2,1-2H3/t8-,9+/m1/s1
38176	C1	C7 O1 N1 H9	1.3591	82	-5.87765942913351	-0.250344753463094	5.62731467567041	4.0553945263984	-252191.658157023	-252186.94932593	-252186.356329477	-252211.525734482	30.059	C1C2C=CCOC=NC12	C1[C@H]2[CH][CH]COC=N[C@@H]12	InChI=1S/C7H9NO/c1-2-6-4-7(6)8-5-9-3-1/h1-2,5-7H,3-4H2/b2-1-,8-5-	InChI=1S/C7H9NO/c1-2-6-4-7(6)8-5-9-3-1/h1-2,5-7H,3-4H2/b2-1?,8-5-/t6-,7+/m1/s1
95841	C1	C6 O2 N1 H9	2.8921	71.6	-7.57564993088319	0.348305743948652	7.92395567483184	4.04045547534935	-275541.787694489	-275536.557403023	-275535.96440657	-275562.462876641	31.295	CC1CC(OCO1)C#N	C[C@H]1C[C@@H](OCO1)C#N	InChI=1S/C6H9NO2/c1-5-2-6(3-7)9-4-8-5/h5-6H,2,4H2,1H3	InChI=1S/C6H9NO2/c1-5-2-6(3-7)9-4-8-5/h5-6H,2,4H2,1H3/t5-,6+/m0/s1
11223	C1	C6 N2 H8	3.714	71.41	-6.47630992654525	0.00272113862459885	6.47903106516985	3.58047420224716	-215111.820247561	-215106.950774042	-215106.358405099	-215132.063703194	28.226	CC1=CC(NC1)C#N	CC1=C[C@@H](NC1)C#N	InChI=1S/C6H8N2/c1-5-2-6(3-7)8-4-5/h2,6,8H,4H2,1H3	InChI=1S/C6H8N2/c1-5-2-6(3-7)8-4-5/h2,6,8H,4H2,1H3/t6-/m1/s1
31932	C1	C6 N1 O2 H7	5.5193	82.7	-5.39057561533032	-0.960561934483393	4.43001368084692	3.38085147274659	-274802.862030778	-274797.480509529	-274796.888140585	-274824.023532772	30.638	CNC1=CC=C(O1)C=O	CNc1ccc(o1)C=O	InChI=1S/C6H7NO2/c1-7-6-3-2-5(4-8)9-6/h2-4,7H,1H3	InChI=1S/C6H7NO2/c1-7-6-3-2-5(4-8)9-6/h2-4,7H,1H3
2102	Cs	C7 H14	0.083	74.12	-7.82599468434628	2.3510637716534	10.1770584559997	5.37411272665149	-172577.857614875	-172573.347704285	-172572.755335341	-172597.074465009	28.642	CC1CCCCC1	CC1CCCCC1	InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3	InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3
105241	C1	C7 O2 H12	2.8849	78.8	-6.99332626521904	1.89935475997	8.89268102518903	4.91538317731662	-266179.420387586	-266173.204906246	-266172.612537302	-266201.336155968	36.306	CC1CC1(CO)C1CO1	C[C@H]1C[C@]1(CO)[C@H]1CO1	InChI=1S/C7H12O2/c1-5-2-7(5,4-8)6-3-9-6/h5-6,8H,2-4H2,1H3	InChI=1S/C7H12O2/c1-5-2-7(5,4-8)6-3-9-6/h5-6,8H,2-4H2,1H3/t5-,6+,7+/m0/s1
25693	Cs	C8 O1 H8	0.597	90.12	-5.59738215079983	0.111566683608553	5.70894883440838	3.66703362189565	-241410.050790104	-241404.182321502	-241403.589325049	-241433.017636854	32.572	CC#CC1=COC(C)=C1	CC#Cc1coc(C)c1	InChI=1S/C8H8O/c1-3-4-8-5-7(2)9-6-8/h5-6H,1-2H3	InChI=1S/C8H8O/c1-3-4-8-5-7(2)9-6-8/h5-6H,1-2H3
10943	C1	C7 O1 H10	3.1903	73.28	-6.65862621439338	-0.527900893172176	6.1307253212212	4.16051211146665	-218241.575832737	-218236.629175553	-218236.036806609	-218261.90337464	29.532	CC12CC1C(C2)C=O	C[C@]12C[C@H]1[C@@H](C2)C=O	InChI=1S/C7H10O/c1-7-2-5(4-8)6(7)3-7/h4-6H,2-3H2,1H3	InChI=1S/C7H10O/c1-7-2-5(4-8)6(7)3-7/h4-6H,2-3H2,1H3/t5-,6-,7-/m0/s1
125938	C1	C6 N2 O1 H8	4.1184	74.29	-5.63003581429501	-0.0571439111165758	5.57289190317844	3.76733479159836	-262297.038096843	-262292.485515608	-262291.893146665	-262316.937049774	28.681	CC1CC2=NOC=C2N1	C[C@H]1Cc2nocc2N1	InChI=1S/C6H8N2O/c1-4-2-5-6(7-4)3-9-8-5/h3-4,7H,2H2,1H3	InChI=1S/C6H8N2O/c1-4-2-5-6(7-4)3-9-8-5/h3-4,7H,2H2,1H3/t4-/m0/s1
107040	C1	C7 O2 H10	2.3576	75.76	-6.77291403662653	-0.255787030712292	6.51712700591424	4.32081438784177	-265445.746978173	-265440.372359528	-265439.779990584	-265466.572762598	32.881	CCC12OC1C(O)C=C2	CC[C@]12O[C@H]1[C@@H](O)C=C2	InChI=1S/C7H10O2/c1-2-7-4-3-5(8)6(7)9-7/h3-6,8H,2H2,1H3	InChI=1S/C7H10O2/c1-2-7-4-3-5(8)6(7)9-7/h3-6,8H,2H2,1H3/t5-,6-,7+/m0/s1
38928	C1	C8 O1 H12	1.285	80.71	-6.31848388631852	2.05173852294753	8.37022240926605	5.06893702990273	-242889.492226534	-242885.119740518	-242884.527371575	-242909.057344426	29.283	C1C2CC3OCCC1C23	C1[C@H]2C[C@H]3OCC[C@@H]1[C@@H]23	InChI=1S/C8H12O/c1-2-9-7-4-6-3-5(1)8(6)7/h5-8H,1-4H2	InChI=1S/C8H12O/c1-2-9-7-4-6-3-5(1)8(6)7/h5-8H,1-4H2/t5-,6-,7+,8-/m0/s1
3559	C1	O2 C5 H6	2.1546	51.66	-6.52256928316344	2.00275802770475	8.52532731086819	2.80119452293454	-216101.564585603	-216098.361777247	-216097.769408304	-216119.503198938	20.656	OC1C2C3OC1C23	O[C@H]1[C@H]2[C@H]3O[C@@H]1[C@@H]23	InChI=1S/C5H6O2/c6-3-1-2-4(1)7-5(2)3/h1-6H	InChI=1S/C5H6O2/c6-3-1-2-4(1)7-5(2)3/h1-6H/t1-,2-,3-,4+,5+/m0/s1
113663	C1	C7 N1 O1 H13	3.0752	84.51	-6.55522294665862	0.397286239191432	6.95250918585005	5.23234140430989	-253742.26230536	-253735.710478941	-253735.118109997	-253765.076039799	37.285	CCC1CN1C(=O)CC	CC[C@H]1CN1C(=O)CC	InChI=1S/C7H13NO/c1-3-6-5-8(6)7(9)4-2/h6H,3-5H2,1-2H3	InChI=1S/C7H13NO/c1-3-6-5-8(6)7(9)4-2/h6H,3-5H2,1-2H3/t6-,8?/m0/s1
120865	Cs	O3 C6 H12	1.344	76.33	-7.14571002819657	2.10888243406411	9.25459246226068	4.90346459014088	-289487.826192612	-289481.096781013	-289480.50378456	-289511.163897462	37.279	OCCC1OC1CCO	OCC[C@H]1O[C@H]1CCO	InChI=1S/C6H12O3/c7-3-1-5-6(9-5)2-4-8/h5-8H,1-4H2	InChI=1S/C6H12O3/c7-3-1-5-6(9-5)2-4-8/h5-8H,1-4H2/t5-,6+
58448	C1	C7 O1 N1 H13	3.9684	82.38	-6.63685710539659	0.976888766230986	7.61374587162757	5.23764762462786	-253755.885536042	-253749.582203375	-253748.989834431	-253777.896685863	38.07	CC(C)C1(C)CC(=O)N1	CC(C)[C@@]1(C)CC(=O)N1	InChI=1S/C7H13NO/c1-5(2)7(3)4-6(9)8-7/h5H,4H2,1-3H3,(H,8,9)	InChI=1S/C7H13NO/c1-5(2)7(3)4-6(9)8-7/h5H,4H2,1-3H3,(H,8,9)/t7-/m1/s1
10359	C1	C6 O2 H14	1.6625	74.65	-6.99332626521904	1.85037426472722	8.84370052994625	5.38320132965765	-243058.949904985	-243052.308344712	-243051.715975768	-243081.162485348	37.963	CCC(CO)C(C)O	CC[C@@H](CO)[C@@H](C)O	InChI=1S/C6H14O2/c1-3-6(4-7)5(2)8/h5-8H,3-4H2,1-2H3	InChI=1S/C6H14O2/c1-3-6(4-7)5(2)8/h5-8H,3-4H2,1-2H3/t5-,6+/m1/s1
12665	C1	C5 O3 H8	5.0341	60.39	-7.15931572131957	0.42449762543742	7.58381334675699	3.55214714916509	-264133.027278888	-264128.179768201	-264127.587399257	-264153.101306963	28.398	CC1C(O)COC1=O	C[C@H]1[C@@H](O)COC1=O	InChI=1S/C5H8O3/c1-3-4(6)2-8-5(3)7/h3-4,6H,2H2,1H3	InChI=1S/C5H8O3/c1-3-4(6)2-8-5(3)7/h3-4,6H,2H2,1H3/t3-,4-/m0/s1
21391	Cs	N5 C3 H3	3.951	56.25	-6.3783489360597	-0.644909854029927	5.73343908202977	2.07334436362685	-244574.417287831	-244571.087722562	-244570.495353618	-244592.783235118	20.161	N1N=CN2C=NN=C12	[nH]1ncn2cnnc12	InChI=1S/C3H3N5/c1-4-6-3-7-5-2-8(1)3/h1-2H,(H,6,7)	InChI=1S/C3H3N5/c1-4-6-3-7-5-2-8(1)3/h1-2H,(H,6,7)
94707	C1	C8 O1 H14	1.2114	85.78	-6.58515547152921	2.31024669228442	8.89540216381363	5.62396767516216	-243661.204005246	-243655.617915908	-243655.025546964	-243681.889227549	35.442	CC1CC2CC2(C)CO1	C[C@H]1C[C@H]2C[C@@]2(C)CO1	InChI=1S/C8H14O/c1-6-3-7-4-8(7,2)5-9-6/h6-7H,3-5H2,1-2H3	InChI=1S/C8H14O/c1-6-3-7-4-8(7,2)5-9-6/h6-7H,3-5H2,1-2H3/t6-,7-,8-/m0/s1
84601	C1	C7 N2 H8	3.1866	78.34	-6.95795146309925	-0.342863466699455	6.6150879963998	3.73468112810318	-238999.316268122	-238994.380906108	-238993.788537165	-239019.532740848	30.323	CC1C=CC2NC12C#N	C[C@H]1C=C[C@H]2N[C@@]12C#N	InChI=1S/C7H8N2/c1-5-2-3-6-7(5,4-8)9-6/h2-3,5-6,9H,1H3	InChI=1S/C7H8N2/c1-5-2-3-6-7(5,4-8)9-6/h2-3,5-6,9H,1H3/t5-,6+,7-/m0/s1
24125	C1	C6 O2 N1 H7	3.1466	70.85	-6.50624245141584	0.0598650497411746	6.56610750115702	3.40697440354274	-274780.2378042	-274775.395313589	-274774.802317136	-274801.48715752	27.647	C(C1CO1)C1=CN=CO1	C([C@H]1CO1)c1cnco1	InChI=1S/C6H7NO2/c1(6-3-8-6)5-2-7-4-9-5/h2,4,6H,1,3H2	InChI=1S/C6H7NO2/c1(6-3-8-6)5-2-7-4-9-5/h2,4,6H,1,3H2/t6-/m0/s1
48421	C1	O1 C6 N2 H6	1.9189	72.73	-6.51712700591424	-1.23811807419248	5.27900893172176	3.03978395753937	-261536.002764322	-261530.817026028	-261530.224029575	-261556.77772048	30.342	O=CC1(CN=CN1)C#C	O=C[C@]1(C[N][CH]N1)C#C	InChI=1S/C6H6N2O/c1-2-6(4-9)3-7-5-8-6/h1,4-5H,3H2,(H,7,8)	InChI=1S/C6H6N2O/c1-2-6(4-9)3-7-5-8-6/h1,4-5H,3H2,(H,7,8)/t6-/m1/s1
5440	C1	N3 C5 H5	6.0434	67.78	-5.57833418042763	0.231296783090902	5.80963096351854	2.67438946302824	-224459.714048445	-224455.28132152	-224454.688952576	-224479.253438448	26.371	NC1=C(C=CN1)C#N	Nc1c(cc[nH]1)C#N	InChI=1S/C5H5N3/c6-3-4-1-2-8-5(4)7/h1-2,8H,7H2	InChI=1S/C5H5N3/c6-3-4-1-2-8-5(4)7/h1-2,8H,7H2
82264	C1	N2 C6 O1 H6	3.2101	72.79	-6.92257666097947	-1.76601896736465	5.15655769361481	3.106778390477	-261545.401601224	-261540.63441175	-261540.041415297	-261565.589836024	28.752	NC1C2OC2C=C1C#N	N[C@H]1[C@H]2O[C@H]2C=C1C#N	InChI=1S/C6H6N2O/c7-2-3-1-4-6(9-4)5(3)8/h1,4-6H,8H2	InChI=1S/C6H6N2O/c7-2-3-1-4-6(9-4)5(3)8/h1,4-6H,8H2/t4-,5+,6-/m0/s1
2078	C1	O1 C4 N2 H8	3.9574	57.81	-6.22596517308216	0.922465993739009	7.14843116682117	3.50343876778477	-214524.840355409	-214520.924068781	-214520.331699838	-214543.745960843	23.479	O=C1CNCCN1	O=C1CNCCN1	InChI=1S/C4H8N2O/c7-4-3-5-1-2-6-4/h5H,1-3H2,(H,6,7)	InChI=1S/C4H8N2O/c7-4-3-5-1-2-6-4/h5H,1-3H2,(H,6,7)
124277	C1	C5 O1 N3 H7	4.9599	74.63	-6.01371636036345	-0.829947280502648	5.1837690798608	3.4011511668861	-272408.670541061	-272403.124612329	-272402.531615876	-272430.00523567	31.779	CC(=O)C1=NNC(N)=C1	CC(=O)c1n[nH]c(N)c1	InChI=1S/C5H7N3O/c1-3(9)4-2-5(6)8-7-4/h2H,1H3,(H3,6,7,8)	InChI=1S/C5H7N3O/c1-3(9)4-2-5(6)8-7-4/h2H,1H3,(H3,6,7,8)
102949	C1	C6 O3 H8	4.3587	72.52	-7.47496780177303	0.299325248705873	7.77429305047891	3.59729083894718	-287984.011033191	-287977.713348109	-287977.120979166	-288006.522308063	34.453	COC(COC=O)C#C	CO[C@@H](COC=O)C#C	InChI=1S/C6H8O3/c1-3-6(8-2)4-9-5-7/h1,5-6H,4H2,2H3	InChI=1S/C6H8O3/c1-3-6(8-2)4-9-5-7/h1,5-6H,4H2,2H3/t6-/m1/s1
5510	Cs	C6 N2 H6	3.5378	73.63	-5.8885439836319	-0.288440694207478	5.60010328942443	2.93657116950834	-214353.132427983	-214348.44744225	-214347.855073306	-214373.227163871	26.883	CN1C=NC=C1C#C	Cn1cncc1C#C	InChI=1S/C6H6N2/c1-3-6-4-7-5-8(6)2/h1,4-5H,2H3	InChI=1S/C6H6N2/c1-3-6-4-7-5-8(6)2/h1,4-5H,2H3
126958	C1	C5 N4 H10	2.1063	80.06	-4.83546333591215	1.19457985619889	6.03004319211104	4.37784945341336	-260666.715772431	-260660.659678497	-260660.067309553	-260688.692409231	34.842	CCNC1=NNC=C1N	CCNc1n[nH]cc1N	InChI=1S/C5H10N4/c1-2-7-5-4(6)3-8-9-5/h3H,2,6H2,1H3,(H2,7,8,9)	InChI=1S/C5H10N4/c1-2-7-5-4(6)3-8-9-5/h3H,2,6H2,1H3,(H2,7,8,9)
