gender,years_exp,education,test_score,age,career_break_months,senior_hire_old,hire_score,senior_hire
F,7.92517395982783,2,47.9,33.7,19,0,11.531694473290095,0
F,7.78517395982783,1,57.1,37.6,21,0,7.972404099119853,0
M,6.82,0,67.5,34.9,6,0,8.110361414141378,0
F,6.98517395982783,1,86.0,32.0,24,0,13.070652344341207,0
F,9.41517395982783,1,79.8,34.6,19,0,14.08674675276465,0
M,5.45,2,76.9,38.9,5,0,16.052035086939565,1
M,10.14,0,45.9,32.1,3,0,8.734119679020363,0
M,3.12,1,66.1,28.7,4,0,12.082299219696601,0
F,5.13517395982783,2,73.0,37.2,11,0,13.455377178078798,0
F,2.32517395982783,1,72.0,31.9,43,0,7.858643794112326,0
F,4.91517395982783,2,72.3,44.4,27,0,13.33193926413915,0
F,7.07517395982783,0,64.5,36.7,23,0,8.630420314251328,0
F,9.40517395982784,1,88.4,34.3,22,0,17.380481737206814,1
F,4.11517395982783,0,85.0,31.2,29,0,7.1449081034348945,0
M,5.51,2,66.2,34.1,2,0,10.38560031168069,0
F,4.87517395982783,1,55.5,44.0,16,0,6.914601254693164,0
F,3.92517395982783,0,91.9,40.4,34,0,6.729513534321892,0
M,2.53,0,60.7,35.4,3,0,4.398542225009571,0
F,5.92517395982783,1,81.7,34.7,21,0,11.864809725404463,0
F,1.44517395982783,0,90.2,29.2,28,0,7.11374922587575,0
F,6.05517395982783,1,56.0,41.2,24,0,10.32409431826902,0
M,5.55,1,70.8,28.5,5,0,13.829679221086817,0
M,3.86,0,63.1,28.4,12,0,4.994965388637263,0
M,2.97,0,73.5,28.7,4,0,4.905364081048915,0
M,2.04,1,71.1,39.9,8,0,10.954751077040923,0
F,10.4551739598278,0,90.6,35.5,35,0,8.498302840061662,0
F,2.42517395982783,2,74.4,42.1,37,0,15.199970390553922,0
M,9.39,0,67.2,43.3,10,0,9.604106367452534,0
M,7.0,1,80.8,42.6,4,0,12.861115020163666,0
M,4.59,0,64.0,29.5,7,0,9.951552214298525,0
M,2.61,1,62.9,30.8,6,0,8.463585109410564,0
M,8.11,1,94.2,27.3,6,0,18.769596341048157,1
F,10.0951739598278,0,57.4,36.5,20,0,8.614724081457702,0
M,3.16,1,61.4,46.0,5,0,7.323967110059543,0
F,5.02517395982783,2,67.8,44.9,11,0,15.398426141903567,0
F,8.40517395982784,1,54.6,36.1,17,0,9.872096579276386,0
M,6.34,1,42.0,32.1,17,0,8.606488304372998,0
M,10.5,0,80.0,34.8,2,0,11.644066600030984,0
M,4.07,0,57.9,32.1,7,0,7.19916417730025,0
M,6.86,1,60.8,36.0,3,0,10.441664599491483,0
F,2.64517395982783,2,62.8,45.9,13,0,15.693397270006717,0
F,11.0151739598278,0,55.5,41.2,14,0,11.707602495956168,0
M,3.67,0,54.4,28.7,8,0,8.515603513126582,0
M,0.0,1,69.2,31.3,13,0,9.902826814251446,0
F,5.46517395982783,1,96.1,28.4,12,0,16.186444404085314,0
M,5.15,1,76.1,29.5,8,0,8.140403144051886,0
F,10.5651739598278,2,76.3,34.7,21,0,17.987773882656974,1
F,4.92517395982783,1,49.2,45.8,46,0,8.172576467267064,0
M,5.47,2,67.0,21.0,2,0,15.663451722254784,1
F,7.25517395982783,1,53.1,38.1,11,0,10.20168854152044,0
F,9.74517395982783,1,76.6,33.3,55,0,13.902271296014451,0
F,5.61517395982783,2,64.6,37.0,19,0,19.093936740322015,1
M,8.1,0,67.8,36.5,7,0,8.456560407159243,0
M,6.8,1,66.2,39.4,17,0,12.861584634380428,0
M,4.76,0,60.3,40.8,13,0,6.13646134015153,0
M,5.69,1,49.0,44.4,6,0,10.426426575913668,0
F,5.84517395982783,0,74.2,43.4,29,0,8.128620340786059,0
F,3.48517395982783,1,50.7,38.7,24,0,10.188235111860235,0
M,8.53,0,53.1,40.7,13,0,10.312615071094354,0
M,2.04,1,63.7,34.6,6,0,12.773787995206657,0
F,8.70517395982783,1,58.8,35.3,34,0,13.08782714373225,0
F,8.16517395982783,2,70.4,26.3,10,0,18.189680751985122,1
M,5.27,2,79.4,38.3,8,0,13.891270981628868,0
M,3.59,1,70.3,31.8,5,0,10.54024651516876,0
F,5.20517395982783,1,69.7,46.6,40,0,13.362165909681094,0
M,6.68,0,67.6,39.8,9,0,9.803937276834306,0
M,7.36,0,77.6,33.3,7,0,9.535219465590101,0
F,6.49517395982783,1,45.1,30.9,22,0,12.17737489904982,0
M,7.98,2,71.7,21.0,7,0,17.99053341798764,1
M,4.11,1,56.1,34.8,3,0,12.382612516518643,0
F,6.36517395982783,1,52.5,42.8,35,0,11.436305293828138,0
F,1.85517395982783,1,67.3,27.2,19,0,8.927190348771846,0
F,7.68517395982783,1,62.6,33.2,32,0,12.896269493779963,0
M,5.88,1,74.3,35.4,11,0,6.279811248294449,0
M,4.46,1,80.5,27.9,3,0,12.630771472770101,0
M,8.4,2,39.4,37.8,3,0,7.661174349570431,0
M,7.23,1,66.4,42.1,9,0,8.816073185189165,0
F,0.275173959827833,2,90.8,31.3,19,0,15.397124181795887,0
M,5.6,1,77.7,28.1,8,0,13.194058674533592,0
F,2.13517395982783,1,84.6,41.6,45,0,8.664729419634055,0
M,8.17,2,68.5,39.5,5,0,15.455795916242124,1
F,11.9951739598278,2,50.1,33.0,15,0,20.245668957142165,1
M,4.2,2,53.8,40.2,6,0,12.897939736854648,0
M,5.69,1,75.8,29.3,6,0,16.63684062480597,1
M,4.87,1,78.8,32.3,4,0,11.947160293647308,0
F,6.65517395982783,1,58.5,39.9,18,0,12.23865933367645,0
F,7.38517395982783,2,64.1,46.9,10,0,19.41333577691113,1
M,8.72,1,70.4,28.4,3,0,13.55005423238684,0
F,3.30517395982783,0,46.3,37.2,6,0,2.888899018532313,0
F,9.70517395982783,0,63.1,31.2,16,0,9.050132076525335,0
F,3.44517395982783,1,86.7,34.6,14,0,11.720365507533733,0
M,6.19,1,93.5,31.5,7,0,10.91051669559687,0
F,8.67517395982783,2,66.0,30.5,23,0,16.44592283723227,0
M,7.28,1,89.3,34.7,5,0,12.406615812005128,0
F,3.42517395982783,1,61.0,41.5,39,0,11.831302494288783,0
M,3.75,1,57.6,42.0,6,0,9.976223748370511,0
F,4.61517395982783,0,40.4,40.7,23,0,4.569995481618776,0
M,5.37,0,78.8,31.2,3,0,7.988636138754848,0
M,8.37,1,62.8,25.7,5,0,13.027244036812332,0
M,2.27,1,95.4,21.0,4,0,13.04662839937956,0
M,6.67,2,71.3,31.0,6,0,14.326575542661239,0
M,7.02,0,69.6,27.1,10,0,6.298824734757456,0
F,7.17517395982783,2,45.6,38.3,21,0,16.988945410718976,1
M,6.67,0,85.3,36.1,7,0,8.48132625559054,0
F,9.57517395982783,1,62.9,30.1,19,0,10.356902794720167,0
M,6.72,1,65.4,36.4,2,0,12.82562541876621,0
F,7.91517395982783,0,40.8,23.3,21,0,7.740326591979288,0
M,6.91,2,78.4,25.5,5,0,13.881569485486589,0
M,9.98,2,79.2,37.2,14,1,18.99296343092721,1
F,1.02517395982783,2,60.0,34.4,34,0,14.183753164770662,0
M,8.71,0,68.4,33.7,8,0,9.891772903412527,0
M,4.85,1,72.0,33.5,7,0,12.72896296752279,0
F,5.07517395982783,1,78.9,34.5,39,0,9.252048783732416,0
F,3.35517395982783,2,68.6,30.6,49,0,15.141667289906305,0
F,1.10517395982783,0,88.0,31.1,30,0,6.107347460973022,0
F,4.82517395982783,0,64.4,34.2,7,0,5.955006662464626,0
M,3.78,2,60.0,31.9,3,0,15.831111218839453,1
F,7.01517395982783,0,61.7,41.2,25,0,10.785136001262376,0
M,1.82,0,36.9,40.8,6,0,7.081740109200718,0
M,9.08,0,57.6,38.6,4,0,11.20161574301181,0
M,6.18,1,79.4,36.1,5,0,12.428531636739633,0
M,4.88,1,70.5,41.9,4,0,12.080440326052686,0
M,3.73,1,57.5,35.2,2,0,11.423645743568487,0
F,3.80517395982783,2,71.5,23.9,18,0,15.149942878512839,0
M,2.67,0,43.1,35.8,7,0,4.613528375823089,0
F,4.41517395982783,2,63.9,33.5,16,0,16.32809324366628,0
M,5.52,2,73.6,38.2,3,0,15.793434707948135,1
M,5.06,2,75.7,33.4,7,0,14.370426127252678,0
M,1.96,1,58.0,27.8,8,0,8.211053868328284,0
M,4.84,1,78.3,45.6,6,0,13.168820755467484,0
F,3.54517395982783,0,89.8,41.9,26,0,8.064573562313827,0
M,5.9,2,62.2,40.7,9,0,15.984419953736676,1
F,10.4351739598278,1,76.2,23.4,24,0,15.89174546431828,0
F,7.33517395982783,1,48.7,35.5,15,0,10.326904054118696,0
F,4.99517395982783,1,43.8,36.7,17,0,11.076083307173528,0
M,1.44,1,74.7,27.2,3,0,10.70668520691679,0
M,1.96,1,67.9,29.1,3,0,7.263373826177043,0
F,1.55517395982783,1,69.8,37.1,17,0,12.548196562286405,0
F,7.58517395982783,1,60.4,47.4,8,0,11.019097492400082,0
F,3.86517395982783,1,63.8,36.3,27,0,7.088396293543548,0
F,5.93517395982783,1,77.1,32.4,19,0,10.274499560741312,0
F,4.21517395982783,0,88.0,33.8,12,0,6.225496658557271,0
M,5.73,2,64.8,28.6,3,0,15.505346637315066,1
F,9.27517395982783,2,47.6,36.7,34,0,15.421885968821442,0
F,4.06517395982783,1,82.7,31.0,46,0,11.147923044632732,0
F,4.92517395982783,0,74.6,27.2,22,0,8.923990910878873,0
M,3.48,0,75.6,25.9,4,0,7.711750722385408,0
F,7.96517395982783,2,69.6,31.7,38,0,17.486682721202488,1
F,3.21517395982783,2,95.3,34.8,32,0,17.0982438945713,1
M,2.67,0,68.3,37.2,4,0,7.348269336004477,0
M,2.03,1,73.6,44.0,4,0,5.951093316445114,0
F,2.25517395982783,0,45.1,46.4,11,0,3.555710475384993,0
M,6.68,1,60.4,37.3,4,0,7.2075798710210535,0
F,12.1951739598278,1,59.1,32.7,13,0,14.306706833509491,0
M,3.01,1,67.0,44.4,5,0,10.18573405555131,0
F,8.15517395982783,2,71.6,32.9,16,0,19.180651529493275,1
M,6.13,2,58.4,32.5,4,0,17.52826878544224,1
M,2.74,0,88.2,36.6,9,0,7.949550096504735,0
M,4.81,1,54.6,29.4,13,0,9.226277845206202,0
F,5.19517395982783,1,62.0,28.2,11,0,11.907909205005392,0
F,4.04517395982783,0,70.2,44.5,25,0,5.880751705265288,0
M,10.33,0,52.4,35.1,6,0,8.830214697113302,0
F,1.00517395982783,1,74.2,38.7,31,0,11.668859613835453,0
F,6.72517395982783,2,75.0,41.3,22,0,15.49704428793507,0
M,6.33,1,63.9,41.4,1,0,13.249357278485004,0
F,4.32517395982783,0,90.3,39.3,32,0,9.83838971729852,0
F,6.14517395982783,0,68.4,32.2,23,0,5.951003345652274,0
F,7.96517395982783,2,70.8,37.7,26,0,18.886375236348716,1
F,6.15517395982783,1,55.9,30.6,6,0,12.387719670656926,0
M,6.54,1,47.3,39.3,6,0,10.784851774745315,0
M,7.23,1,59.8,41.1,8,0,10.276353083944695,0
F,0.695173959827833,2,63.5,39.3,15,0,11.074174942762777,0
F,9.47517395982783,1,61.9,43.7,33,0,11.99526182610787,0
M,11.2,1,76.6,32.6,5,0,16.04718892658392,1
M,7.95,0,38.7,40.5,5,0,4.772749665197205,0
M,8.03,1,53.8,43.7,8,0,12.656024497239741,0
F,2.25517395982783,0,45.5,52.0,14,0,1.8290759221571307,0
M,5.2,0,83.5,38.4,3,0,8.036862831122303,0
M,3.47,1,60.6,26.7,6,0,10.196295509148017,0
F,4.30517395982783,2,61.2,31.2,18,0,19.32684727003175,1
M,7.92,0,54.2,36.7,5,0,4.999368688959265,0
F,3.76517395982783,0,78.2,43.9,23,0,10.300616112894183,0
M,5.17,0,62.4,36.5,7,0,7.25268482797456,0
F,1.00517395982783,1,70.1,41.8,17,0,10.23193081594584,0
M,5.1,1,43.0,31.0,5,0,9.796695826776409,0
M,5.73,0,81.5,28.8,3,0,9.459453636390466,0
M,3.74,1,72.1,30.1,4,0,10.609629791275964,0
F,3.97517395982783,1,74.0,29.5,27,0,14.075687342828832,0
M,10.22,0,82.2,41.9,3,0,9.951057711550556,0
M,2.48,1,65.1,35.8,5,0,12.061469144358496,0
F,3.14517395982783,0,65.4,38.0,22,0,4.86185273948787,0
F,3.75517395982783,0,76.0,44.7,26,0,7.077083287111342,0
M,8.5,2,72.5,45.0,4,0,15.181074895419561,1
F,11.0251739598278,0,64.5,32.7,22,0,10.93763442060894,0
M,6.33,0,67.9,24.2,3,0,10.808251913853068,0
M,3.71,1,61.3,37.5,1,0,9.991287640358292,0
M,4.43,1,76.0,44.6,3,0,11.14122860259218,0
M,8.16,0,78.6,46.0,4,0,7.352766073864148,0
M,3.22,2,67.5,31.8,6,0,13.876414692895384,0
M,9.13,0,90.0,44.5,6,0,7.679411480556947,0
F,9.31517395982783,1,48.9,39.1,18,0,10.25483100647626,0
M,5.68,2,64.6,41.6,4,0,15.815572092218272,1
F,7.39517395982783,2,88.0,35.5,82,0,20.495613375396708,1
M,7.37,2,62.3,42.1,4,0,21.664421722459004,1
F,9.66517395982783,1,48.2,38.6,26,0,11.033416809772115,0
M,2.87,1,84.2,36.3,7,0,14.19960031329088,0
M,8.45,2,74.0,41.1,5,0,17.892504960803297,1
F,4.83517395982783,0,53.1,32.1,20,0,5.8320916864211645,0
M,3.58,2,76.7,40.5,1,0,16.024188903452302,1
M,5.76,0,55.1,31.4,6,0,6.860832967359919,0
F,5.23517395982783,1,51.3,37.1,11,0,10.429378431138352,0
M,3.03,0,65.6,21.0,9,0,5.290333674346661,0
F,1.78517395982783,0,61.6,39.4,15,0,2.408367660316214,0
M,3.14,0,54.2,41.9,9,0,2.2767495949558376,0
F,9.40517395982784,2,63.0,33.3,42,0,18.419076746476374,1
F,10.6851739598278,0,55.3,31.5,23,0,8.660186799742474,0
F,7.40517395982783,2,68.1,36.1,16,0,15.277409180601584,0
M,8.46,0,67.2,41.4,4,0,8.951011253446309,0
M,4.21,0,76.4,39.5,2,0,9.042864505831256,0
M,5.31,0,62.0,32.6,5,0,7.355727886052797,0
F,6.48517395982783,2,51.4,33.5,33,0,13.52847710663198,0
M,2.8,0,51.6,32.6,4,0,7.4645859112979,0
F,3.30517395982783,2,64.5,36.7,17,0,17.325957985877178,1
F,6.01517395982783,0,85.9,32.0,47,0,10.009700290559621,0
M,4.7,2,77.6,25.6,8,0,17.72932702268818,1
F,3.11517395982783,1,59.7,41.9,38,0,12.22050697354154,0
M,6.47,0,78.8,44.8,3,0,11.011198632809027,0
M,4.84,1,53.5,34.6,3,0,11.393198354225248,0
F,8.32517395982783,0,79.6,38.1,11,0,10.93128107406368,0
M,5.49,1,62.8,40.1,5,0,12.180321146693005,0
F,5.02517395982783,0,76.7,28.0,39,0,5.686911630819829,0
M,5.82,1,74.9,33.0,5,0,13.554446313719174,0
F,5.34517395982783,1,64.1,45.2,21,0,8.447959037660807,0
F,4.10517395982783,0,71.4,31.5,31,0,5.461388069663807,0
M,4.5,0,54.6,21.0,3,0,8.679130135616177,0
F,7.64517395982783,2,66.5,34.5,11,0,18.158027305302312,1
F,7.39517395982783,0,80.5,43.4,16,0,12.307383559285642,0
M,8.72,0,100.0,39.9,12,0,10.816651232625416,0
F,1.54517395982783,0,75.9,31.7,49,0,3.7810892973603805,0
M,4.52,1,68.5,42.4,5,0,10.574125605859313,0
M,4.46,1,55.3,46.3,4,0,10.30506259448115,0
M,5.93,1,80.2,34.4,6,0,12.73697743268002,0
F,4.64517395982783,0,47.5,48.9,6,0,7.9149479374273195,0
M,4.22,0,57.8,32.2,10,0,5.4334591499931095,0
M,7.46,1,71.8,36.0,6,0,13.46006894360585,0
M,5.95,0,52.9,28.9,6,0,4.7007457011307885,0
M,2.58,0,86.0,29.9,3,0,8.210634556087626,0
F,9.11517395982783,1,80.6,22.5,26,0,14.205804080285187,0
M,7.99,0,60.6,38.8,3,0,6.737373323430967,0
M,4.07,1,60.8,33.7,9,0,9.819341275650295,0
M,7.58,0,51.6,31.9,5,0,7.033648506969557,0
M,3.66,0,50.6,37.4,5,0,4.831689741325808,0
M,8.31,1,72.8,33.0,3,0,16.793682484535367,1
F,5.23517395982783,0,75.0,21.0,13,0,7.670694975298157,0
M,3.49,2,71.7,49.5,7,0,14.276207779645327,0
F,4.84517395982783,1,70.6,37.8,15,0,7.169685064693631,0
F,3.86517395982783,1,60.7,27.9,21,0,8.393172275954962,0
F,6.25517395982783,1,71.8,37.0,2,0,11.627440131001208,0
M,5.94,2,49.7,33.3,7,0,13.077294647646717,0
M,5.59,0,67.5,44.4,6,0,10.283415186755594,0
M,4.11,2,85.2,39.3,4,0,15.689124449207561,1
F,0.275173959827833,2,83.4,31.4,55,0,16.55247547855042,0
F,6.00517395982783,0,61.9,34.7,11,0,7.4589962480146506,0
F,1.03517395982783,0,63.4,38.2,14,0,5.030042652757069,0
M,6.11,1,84.0,40.9,4,0,12.757407104574998,0
M,8.33,0,89.0,37.2,4,0,10.402592503242918,0
M,6.18,0,49.4,34.2,2,0,9.985590006099718,0
M,4.53,0,62.3,35.1,8,0,1.9867785464975647,0
M,5.05,1,70.3,31.4,3,0,7.442908511122644,0
F,5.44517395982783,2,82.1,37.1,10,0,15.383245317801686,0
F,4.40517395982783,2,57.4,35.0,22,0,14.249642743789053,0
M,4.04,1,75.2,37.3,9,0,12.664208849528025,0
M,3.19,1,63.8,40.9,7,0,11.00717439605495,0
M,8.47,2,96.1,21.0,2,0,18.193508174238858,1
F,5.73517395982783,1,72.6,33.7,11,0,13.987674366397439,0
F,8.16517395982783,2,65.8,35.2,29,0,18.748977786219378,1
F,5.14517395982783,1,63.4,32.4,14,0,11.378702642457046,0
M,5.68,1,80.2,27.4,2,0,14.379315144973683,0
M,5.07,1,75.6,27.8,4,0,12.372290526864258,0
M,6.66,0,54.4,38.9,6,0,6.015033946434233,0
F,7.84517395982783,0,70.1,43.6,13,0,10.225220657913924,0
F,6.37517395982783,0,51.3,30.1,25,0,6.999813225071271,0
M,3.82,2,58.4,38.8,6,0,14.000679693508975,0
M,3.55,2,51.9,32.5,7,0,16.35390714437915,1
M,9.65,1,51.5,44.0,13,0,7.528255742919827,0
M,4.8,0,59.2,32.7,3,0,3.708631659680861,0
M,4.77,0,55.7,38.2,6,0,3.9098591472512605,0
M,9.16,1,73.8,39.8,5,0,13.01947870486239,0
M,8.22,1,77.1,34.0,7,0,12.99778366046794,0
F,7.10517395982783,0,64.6,38.2,27,0,5.0599356843678205,0
F,4.77517395982783,0,54.0,38.5,14,0,4.197270915292263,0
M,11.38,1,77.2,41.2,6,0,13.37231664295286,0
F,6.75517395982783,1,43.1,25.8,24,0,15.309435164065697,0
M,6.87,0,44.2,32.8,5,0,10.132483895494293,0
M,5.07,0,76.2,34.9,5,0,7.045501164630702,0
M,1.96,0,75.4,35.6,6,0,5.530833419386403,0
F,2.43517395982783,1,79.2,38.4,16,0,8.463178985537326,0
M,6.52,1,64.9,39.5,3,0,7.986739173549467,0
F,6.75517395982783,1,52.3,43.3,21,0,10.804826607096865,0
M,4.9,2,61.3,43.6,6,0,12.745296033511949,0
M,2.57,1,74.3,30.4,2,0,10.316298936675981,0
F,2.17517395982783,0,58.2,35.2,45,0,1.9611752818269612,0
F,4.95517395982783,1,59.0,40.5,38,0,9.0836380632934,0
M,1.86,2,50.7,26.7,2,0,12.77625419060566,0
M,7.75,2,53.4,39.0,4,0,16.345419195567874,1
F,8.65517395982784,0,77.6,36.1,13,0,10.594530897397949,0
M,12.57,0,72.9,22.4,2,0,8.747022031685926,0
F,7.97517395982783,1,53.5,37.5,28,0,13.44195844018504,0
F,4.29517395982783,2,54.4,41.6,31,0,12.355163586710214,0
M,3.32,1,60.7,35.3,4,0,11.174715829214614,0
M,0.0,1,74.1,38.4,6,0,9.165722646763616,0
M,4.01,0,53.4,24.4,2,0,2.9902250018441046,0
F,5.33517395982783,2,65.4,35.5,53,0,14.61319157075154,0
M,7.92,0,41.6,29.9,4,0,7.602727484127535,0
M,7.03,1,52.3,33.1,3,0,12.401930760949199,0
M,6.97,1,72.5,34.3,6,0,12.278024205111162,0
F,6.30517395982783,2,78.3,39.9,34,0,19.69714476111602,1
M,7.15,2,53.5,35.0,5,0,17.33502154197312,1
M,9.12,1,58.1,37.4,9,0,12.113691767200493,0
F,3.11517395982783,0,77.1,27.2,8,0,8.454830604187805,0
F,4.63517395982783,2,62.8,37.1,8,0,18.58117395029029,1
M,2.03,1,60.9,39.1,3,0,13.198969201566053,0
F,9.82517395982783,0,73.7,25.9,27,0,7.615587218268921,0
M,8.74,0,69.8,25.5,5,0,7.402933777685699,0
F,7.65517395982783,2,80.9,34.0,31,0,20.46042455338162,1
F,2.77517395982783,2,77.0,32.4,11,0,12.661024878238642,0
