,IL,cation,anion,x_CO2,T (K),P (bar),x_CO2_hat,residual,relative err.,set,[CH3],[CH2],[CH],[OCH2],[OCH3],[CF2],[CF3],[OH],CH=CH,CH=CH2,[Im13],[MIm],[MMIM],[Py],[MPy],[MPyrro],[MPip],[NH3],[NH2],[NH],[N],[P],[S],[BF4],[Cl],[DCA],[NO3],[PF6],[SCN],[TCB],[C(CN)3],[HSO4],[FSA],[Tf2N],[BETA],[FOR],[TFA],[C3F7CO2],[MeSO4],[EtSO4],[MDEGSO4],[MeSO3],[TfO],[NfO],[TDfO],[TOS],[C12PhSO3],[DMPO4],[DEPO4],[DBPO4],[methide]
8102,[BMIM][NfO],[BMIM],[NfO],0.2831,293.15,12.21,0.13341838,0.14968161878585817,52.9,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8105,[EMIM][Tf2N],[EMIM],[Tf2N],0.667,313.2,47.3,0.55234206,0.11465794277191166,17.2,train,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8165,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.011523,315.5,0.517,0.14626867,-0.13474566579055786,1169.4,test,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8166,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.012693,309.25,0.5054,0.13723645,-0.12454344614219666,981.2,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8167,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.013556,305.4,0.4981,0.13172409,-0.11816808938407898,871.7,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8168,"[P6,6,6,14][Tf2N]","[P6,6,6,14]",[Tf2N],0.015438,298.4,0.4846,0.12210607,-0.10666806783628463,690.9,train,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8338,[BMIM][NfO],[BMIM],[NfO],0.9,318.2,82.87,0.70072687,0.1992731332778931,22.1,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8339,[BMIM][NfO],[BMIM],[NfO],0.9,313.2,81.15,0.7197948,0.1802051901817322,20.0,test,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8340,[BMIM][NfO],[BMIM],[NfO],0.9,308.2,79.62,0.74120325,0.15879675149917605,17.6,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8341,[BMIM][NfO],[BMIM],[NfO],0.9,303.2,78.0,0.7643767,0.13562330007553103,15.1,test,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8342,[BMIM][NfO],[BMIM],[NfO],0.7931,318.2,65.5,0.6353427,0.1577572828292847,19.9,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8343,[BMIM][NfO],[BMIM],[NfO],0.7931,313.2,63.57,0.65168995,0.1414100533485413,17.8,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8346,[BMIM][NfO],[BMIM],[NfO],0.7931,308.2,62.12,0.671486,0.12161397991180423,15.3,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8366,[BMIM][NfO],[BMIM],[NfO],0.2048,323.2,30.45,0.3593748,-0.15457479138374328,75.5,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8368,[BMIM][NfO],[BMIM],[NfO],0.2048,318.2,28.84,0.35681802,-0.1520180203437805,74.2,train,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
